point_id,EVI
19869,0.2865436034319509
17749,0.2553175847361487
4068,0.24650258158139385
8920,0.4549340770343513
15588,0.49499331473822894
6246,0.5995005656942771
13137,0.3460407752589001
16219,0.27687046363296325
4014,0.2977033903300158
2981,0.23825470905563506
599,0.2950783509571862
15476,0.32087147778791825
4941,0.3093697150691136
16031,0.24286946503570278
279,0.24286946503570278
1742,0.4722107719498009
12130,0.584150181007198
6067,0.33625898208244054
18378,0.33625898208244054
13859,0.33625898208244054
16239,0.30661930400230875
8894,0.30661930400230875
15009,0.2707135293591819
10148,0.311875348763607
18563,0.30758116455281864
8550,0.25965467156556626
448,0.25965467156556626
18589,0.5708470762423552
874,0.2724041936161615
19806,0.2959631104220601
6776,0.23362563668626382
12627,0.26636024663058
4831,0.30542117846485384
8466,0.30542117846485384
1365,0.339928392466124
4821,0.28564619858298024
6137,0.3154988891149651
12122,0.25974734798150956
7478,0.33414736779842663
16705,0.33463508587268154
17549,0.23089872252477756
3077,0.2740882054501772
18790,0.3097834043247644
7206,0.2586657630532552
16057,0.23271975711106782
6673,0.3361373528845268
19766,0.3442063448361287
9369,0.3465045488465804
3833,0.2735713610557243
13109,0.17084704182474197
1000,0.324022556537673
11536,0.21273761497329724
2950,0.41804850483337264
6381,0.26928172106502407
10604,0.32012879260822735
11752,0.2744590220535228
6855,0.2743663449655733
1252,0.43975948965271633
3500,0.43975948965271633
238,0.3500677322188206
12973,0.27037529222443435
13751,0.2758498894572244
7826,0.28771195547543926
10820,0.2830621212061228
3526,0.2428284973051645
5645,0.294623234872549
7895,0.4172767187121993
6710,0.3288230877734809
11295,0.3312099395338195
13258,0.31760757216533286
19560,0.29309915964823613
1954,0.24851114039418315
15686,0.2585711319259725
9019,0.2585711319259725
7046,0.2888192320183137
2033,0.2888192320183137
16949,0.35790401086714835
5656,0.29145054288224104
9244,0.5487000058799449
76,0.31021115723197185
16033,0.2991369206523057
13529,0.26059191485782507
14207,0.26059191485782507
7454,0.2916968571168605
12334,0.28395203079330505
7069,0.30364526622260657
6812,0.3229572040808031
9046,0.5598132494714797
5748,0.27978128778762384
2379,0.32725608487485064
12361,0.3461164004068925
832,0.29934832934867406
16846,0.27215214265875265
6570,0.23620175325092485
9110,0.16578781874035042
5358,0.33398657727095604
5042,0.5956366835328802
2815,0.36505578335621375
12462,0.3077493973237962
20085,0.32635990065450093
10713,0.31858079858161104
9731,0.5435334963843285
14335,0.1952196524646553
964,0.34027939869029167
6873,0.3169603013624068
19382,0.28845053070669335
10214,0.2545660692288821
11161,0.1539440030542451
16609,0.27548983643853614
5263,0.23702481876172438
15775,0.23702481876172438
14485,0.3124425305056011
9897,0.32410117934945326
4487,0.32410117934945326
5482,0.3407782764425148
4786,0.30259718350672254
18169,0.30527504002661504
3042,0.5861735944153136
8368,0.2946280409462161
3191,0.3090968086636136
17258,0.2120232971064243
3740,0.19001702209040106
5750,0.3432211816914498
18376,0.3131666241931475
4902,0.2728361951476601
12243,0.3342048399043329
1169,0.4577369106020047
13192,0.5191822374939247
1175,0.374223587154432
14767,0.38872488199426547
12517,0.2525089486313085
3559,0.26650431972839705
1771,0.29058431468275436
18261,0.4677303700045431
14459,0.3631332303012625
7605,0.3631332303012625
5561,0.30436147415977455
12033,0.2857771011697212
3883,0.26968235203736024
17766,0.33688273072633473
18874,0.2845288763097687
1470,0.2728693575713511
11989,0.25232553727539503
7219,0.3296091675288958
3299,0.2793203852926699
9922,0.2793203852926699
2909,0.2793203852926699
6661,0.3186830190188656
15402,0.3244768023543229
15657,0.2795395930822545
3762,0.6195988685556141
17921,0.28574848288965987
10723,0.30563588312810736
5450,0.33649546432829336
14154,0.21919825137952675
17087,0.3157243090692917
16593,0.2748392873016103
6761,0.29775132392066983
5015,0.4448308228715776
9513,0.4597417900858318
14082,0.20561033896610623
14320,0.326503025465963
545,0.2851347111607152
8302,0.2457445511550364
19846,0.2600022501770222
3425,0.48230602828456015
14530,0.5100560099638642
17205,0.5408968643985411
17620,0.33829003676777614
14869,0.21903203776287195
5145,0.24868449832483314
16496,0.3454195652108066
18426,0.2189658470029374
14195,0.193472079072863
8162,0.30712275693415464
2958,0.23509069618926576
16474,0.46042640933523
17932,0.2652042527488364
18483,0.33907958419604206
9465,0.2722253062329587
2701,0.2722253062329587
10702,0.2722253062329587
17499,0.2722253062329587
5837,0.4086987621967181
7382,0.3027441617603586
11966,0.32002739276893394
2150,0.20649560683112494
2135,0.22047419002678068
17834,0.21113101345676386
6309,0.3276157243182551
19339,0.28720147163178245
6469,0.3285614970377143
16107,0.3873357163012373
17829,0.23594744793751493
4820,0.2792563428591752
2887,0.1867100690149775
17958,0.4045577925577847
14746,0.40307478934983
2193,0.4433592483220227
15170,0.3370441496941332
19448,0.30898301073431494
15400,0.27402011932710574
5079,0.29901162674940934
9094,0.2723542494870973
11270,0.2723542494870973
374,0.31746633061944196
7771,0.3938672855229578
2670,0.28945312072679596
17545,0.3194064099246388
14980,0.27597465534669824
8579,0.3322531591484592
7,0.49891061209327103
14879,0.33998264700420583
478,0.33983243227953086
11021,0.32949669229543316
720,0.3753470621917878
11871,0.3753470621917878
3356,0.2870467844764665
5213,0.3689355561793925
14783,0.19565045675475062
16045,0.3300050032979497
15805,0.3179725179100833
12172,0.35066913394603827
8807,0.38904422162308727
6386,0.3096956474633429
12578,0.3096956474633429
15107,0.2491244591372318
13938,0.3460000816047777
20222,0.2960451572697178
20044,0.2960451572697178
12978,0.24442158038581785
12387,0.29146438343620235
5629,0.29146438343620235
3803,0.33839417920313564
8595,0.3213475223146431
5772,0.244338515072774
19261,0.25036954232006653
1083,0.25020732529423817
16824,0.322987553876559
18667,0.25622826984740954
19027,0.35528400155380324
9844,0.5820033708665704
19769,0.32203325056922294
7175,0.3384344636030614
5333,0.21599766234029932
16167,0.21599766234029932
17991,0.21599766234029932
10470,0.26470135436087516
18020,0.26470135436087516
18078,0.23702610911275562
2898,0.5129159164807948
15522,0.5129159164807948
10076,0.2927824993037641
7722,0.5718314139325613
18346,0.3471807025870228
7875,0.3622377756633088
4043,0.2947785276494336
16247,0.27701738899747563
18722,0.2775151087598697
1104,0.26435497853329915
13863,0.2972637761070058
14209,0.3115754988491353
5554,0.30115846322090417
5746,0.30655514928514455
8122,0.3972728851443607
4564,0.4428317387990379
17306,0.28750022535274694
1623,0.3446155177448623
11071,0.592302859063672
19268,0.592302859063672
19534,0.34217219859344883
4332,0.3275898136156294
3807,0.22292435046742864
17368,0.22292435046742864
913,0.23458042393966805
15045,0.23458042393966805
13791,0.23458042393966805
6467,0.30087641595258174
17410,0.3015905629320645
12872,0.29323775278219916
5299,0.34828874908506635
6756,0.2596196755103665
1812,0.30025368774225647
10516,0.28156537346437616
1271,0.28156537346437616
3043,0.3848281830544931
11180,0.23784632272720885
13836,0.2982522784817635
15465,0.2982522784817635
496,0.29235102341959096
10805,0.2927218309243745
11773,0.3007765238001704
8709,0.18100045125887962
11617,0.5530626690226103
10966,0.29598309096242237
8547,0.29184418417827784
2745,0.32880932700530974
3832,0.32880932700530974
13560,0.2797337565732561
702,0.2797337565732561
20140,0.24267784015714347
9725,0.24267784015714347
16988,0.19703153327109624
5693,0.48570005436872676
16492,0.4933606998494302
5716,0.4933606998494302
6882,0.2857511346402503
17203,0.2857511346402503
642,0.2106168859473832
20219,0.20214841163546018
3661,0.40394271670534215
897,0.40394271670534215
17215,0.2020875089515278
15752,0.24207729373778172
19785,0.2288609330425831
7277,0.3198395288271911
10528,0.24224187485563975
3112,0.34221690577017067
5985,0.34221690577017067
8782,0.40672982729716317
12180,0.28571430238316103
12374,0.3233197426965393
8480,0.3233197426965393
17629,0.3215558744473835
7632,0.3215558744473835
19546,0.29257364521229295
7073,0.30659693637234015
207,0.28971961714957556
14463,0.25510785367080074
16189,0.25510785367080074
12786,0.35826380118809925
8244,0.35826380118809925
4840,0.3121503300010424
2549,0.336089836973407
294,0.32996462679684174
8317,0.6153159684222265
618,0.6686086593955194
1559,0.36240302253089157
8476,0.3151724113712534
6791,0.3007388542610624
6920,0.2841985727112688
20202,0.3010278930758822
12485,0.26551683982185303
1140,0.2673494676912585
12288,0.3510913897660516
9562,0.3031394533060906
7832,0.20614525657902702
4974,0.3277660759644283
11765,0.33084518245654776
2885,0.6114931221801566
16709,0.24672166143610302
11756,0.2668570145687348
19729,0.28359016295198003
14361,0.25468279159811774
9899,0.26115241018155677
9222,0.20824012236331668
9794,0.20824012236331668
12144,0.20824012236331668
15809,0.520490581221911
4021,0.34191140395275177
7925,0.34191140395275177
6750,0.2770751884989576
2624,0.3175889317102825
17813,0.3175889317102825
6284,0.2224374857309097
1359,0.28343320037632547
9197,0.30260967924763116
9070,0.38531242467574806
4276,0.29964324788770824
14696,0.3238565688925117
18011,0.32758484403141375
11592,0.32758484403141375
17222,0.3097950732241867
14511,0.2623944508479805
4914,0.26043789935574974
4558,0.28378427404574585
13297,0.28378427404574585
19001,0.28063343639082783
13720,0.25164031417623534
18180,0.3072646628045427
815,0.3139747348498415
6396,0.3218948122851746
16630,0.33353921084714805
1633,0.3295791428825693
10008,0.31265613429127437
19462,0.28584270210769935
12420,0.28153559986081994
13315,0.366026935565409
18500,0.2271821231777878
15222,0.22836176978520234
4304,0.21605401513447148
134,0.2606647427049056
6010,0.3132429071238466
1732,0.3132429071238466
2792,0.4070957392931312
15529,0.21481955049874912
4880,0.21933585227440283
970,0.25431315338283156
2428,0.24936329200817345
16744,0.27132383988166275
12534,0.27695955831204777
9201,0.33755505563094135
6716,0.2973773699542572
722,0.20599921293519868
14618,0.20599921293519868
4407,0.1725129485223539
13429,0.2756514266305602
8421,0.3220932061616365
17163,0.2673807135719315
18432,0.27528368852183227
9608,0.3280237867000674
7103,0.3280237867000674
17744,0.32924211800146697
18772,0.2891412906262519
9876,0.19943400208998352
6594,0.1976412900089577
2497,0.22084557987117293
20253,0.22084557987117293
9818,0.31272158444669323
6744,0.29679280911228006
4279,0.2998985922586917
16072,0.2998985922586917
6251,0.2243013783516622
16281,0.24537576128711752
18622,0.40974159059950443
3091,0.3096338537047452
10508,0.13837517192386625
10781,0.20806834031395555
14715,0.3170592705345986
8662,0.2945765206125725
16008,0.32147849581405974
19396,0.2942472509993261
8073,0.2852296199912426
3647,0.23635178948958183
1763,0.3017000890979226
11918,0.2590317236143389
8978,0.30975857053058836
2930,0.30975857053058836
2746,0.214930229445578
18976,0.214930229445578
17169,0.34251151283758274
246,0.29581130916515475
1123,0.30967592174350367
18953,0.2453786237283374
4359,0.2453786237283374
3270,0.2563642508790832
11312,0.2563642508790832
16233,0.1757407627991606
9160,0.1757407627991606
5771,0.3058780696327439
15535,0.2907706994080292
10137,0.26576457558790756
8101,0.4397412600189748
14071,0.21691414351408167
2407,0.3129918313761237
18053,0.33411095257414875
1311,0.33411095257414875
13984,0.5995225356200551
7480,0.5746324283416152
3260,0.4128388989194975
7500,0.3134619458257
4917,0.20907535382907827
11229,0.2744052377805705
18866,0.20152921069884483
410,0.340020532233952
787,0.2792568180476683
15750,0.23739396513500433
6151,0.3195706590174847
835,0.5898501306476427
581,0.5898501306476427
13475,0.5898501306476427
19315,0.301127466443782
2032,0.2043518632469538
12363,0.2031914842546759
2984,0.3996625052730135
10328,0.3996625052730135
13221,0.3996625052730135
1489,0.3020604399662924
5230,0.2749236858447978
10586,0.3096338537047452
11100,0.43803054378501377
11240,0.2607957781478375
19401,0.2382566935749375
12962,0.3043905437283484
10668,0.3043905437283484
6811,0.3043905437283484
18005,0.38045253255640143
15727,0.3564325020511344
16579,0.12014277724092431
10160,0.12820052695968248
1193,0.22320657527165808
5946,0.24283230169430636
4654,0.31673016140910215
3800,0.26274463969914186
7676,0.24386134287135564
2464,0.24386134287135564
9287,0.26274463969914186
7039,0.27854155898639843
16904,0.21821120797799606
1004,0.2739109212394186
9492,0.3148638098432287
16314,0.3148638098432287
9555,0.3148638098432287
6788,0.229745667456622
7719,0.33050332276365524
8820,0.27738051824278803
3875,0.1964115557583589
7673,0.3353537737194707
3474,0.32900500778668174
2559,0.20366452937920582
6332,0.2078462483792925
13049,0.3391713300202647
1170,0.3295924424103918
15527,0.3160056063577757
19794,0.31099865043817165
3384,0.27408829762276254
3286,0.4595657683758687
7256,0.19585897807003957
10092,0.19585897807003957
19397,0.5030899453455983
12327,0.28623038339469103
62,0.29102040133951407
7498,0.27013668387138023
6723,0.15549323728190353
1803,0.15549323728190353
17175,0.34259895472696344
12335,0.34643428493986594
11878,0.34643428493986594
10522,0.19392271767324912
4057,0.2973865053108066
10381,0.3127133886509681
15571,0.3706222907864647
2608,0.21841840093233922
5724,0.1975854705035711
19736,0.3046461621542891
15847,0.23492617053910264
3405,0.21828588863496343
18200,0.3405018123853079
14452,0.2769809341668674
3941,0.2769809341668674
4653,0.3385592782517991
12320,0.267977119294856
14710,0.1890125041598068
1413,0.34049337872801577
924,0.3460549834690204
7453,0.279630633516019
13317,0.23698438623453555
2955,0.348207817496084
4259,0.30645283647771066
14731,0.348207817496084
16256,0.36740791527507055
308,0.30471679988360917
8936,0.30471679988360917
11297,0.33496845727930497
6187,0.18531128891215606
4444,0.30229380547720835
1408,0.23576284889293905
9655,0.23576284889293905
2671,0.17058495762289905
12423,0.2237743315963822
20094,0.22845416622175402
8483,0.28394869760665264
14371,0.28394869760665264
4876,0.2882034863518251
4648,0.2882034863518251
14915,0.3440854286523337
8394,0.27628058166904396
19842,0.28824521518000645
19625,0.28824521518000645
4346,0.20766744070662113
9379,0.28988475748876424
19834,0.2520781499906418
11365,0.2137300732028138
13385,0.2137300732028138
19778,0.2137300732028138
12057,0.16122681052832888
18018,0.2852039255451699
15433,0.332899345653519
421,0.1703113200155415
5433,0.2120661315962932
17909,0.3109467205101758
14385,0.3109467205101758
2301,0.2555824578205662
3662,0.5528626724756989
14761,0.1949445488185143
1389,0.33881654115671345
18330,0.24414549454563877
6458,0.24866817011045722
9965,0.2943387793803736
4074,0.2943387793803736
20152,0.23565572814845767
853,0.21064099192043878
5668,0.28347840861140433
160,0.2948795390281915
5484,0.24523007587929924
2783,0.4552357572729441
10759,0.39169462743251093
18151,0.20826219667257428
3552,0.2576914578021998
4756,0.30322432867124094
8377,0.30322432867124094
18752,0.23801238650094958
908,0.25186279118425137
11151,0.26742150141678905
19685,0.20221734808762312
10825,0.17514786592591353
18002,0.17514786592591353
18322,0.23950878422627217
10483,0.23950878422627217
5955,0.39441943559498904
2794,0.39441943559498904
19127,0.32102908315710393
9680,0.32004176298280307
10580,0.31186307469036717
14750,0.25315327717596114
5009,0.3352469285396698
115,0.25675702997418604
17801,0.23786672769321998
5461,0.21975519876125948
3431,0.2144593193382049
19701,0.2144593193382049
19309,0.21011504372038273
15423,0.2240424451507737
15073,0.17386613299889941
11844,0.31946422896000076
15167,0.31946422896000076
16366,0.5529315147612023
13337,0.5529315147612023
12583,0.30822291924048567
13144,0.2663949876433855
9530,0.31308820199741805
14409,0.2383354191586012
6245,0.3027441617603586
4454,0.20649560683112494
8204,0.19510291514524772
7194,0.22194688920192757
16456,0.23001976881734354
3890,0.21880941915804533
3533,0.18481463099189635
9382,0.2664086990436063
11795,0.22511848773323934
15206,0.22511848773323934
17086,0.2691041982303445
16991,0.2673969069634156
16341,0.19187650916706234
3830,0.19187650916706234
15737,0.32138722009382936
824,0.2663562094492185
1053,0.30581799336660065
16807,0.2628528441394013
16935,0.2844343242563222
17481,0.3308192144525351
10936,0.2800912620310706
13567,0.28796742445167967
18010,0.350204997981975
16235,0.3638451964816278
19810,0.27404879356642603
11931,0.4015799740602497
7038,0.20596801557046104
19495,0.18963686322849743
6864,0.32301103305092094
6159,0.5384086418874501
17866,0.22513222260801236
7664,0.30682374962391534
13216,0.3401450572655173
12240,0.28540188364434493
6851,0.28540188364434493
4789,0.3149183880270798
19960,0.2638996875603294
5876,0.25191626173487336
13519,0.23718255618555187
18013,0.3518145916555321
7921,0.23180459872478962
18786,0.5931083549407169
7487,0.5228672729982143
15789,0.2494233064206351
3884,0.24535372312977172
10541,0.32630484163776763
15867,0.253513060207617
13334,0.5351027269941254
3375,0.23227812794723307
1240,0.2602856391285594
10268,0.24589414619282718
12550,0.2419915406310726
1765,0.3247258150782381
12232,0.18396952490209564
7444,0.4681184263157406
18342,0.2687406388601517
485,0.31233227570147887
7231,0.23666529279838713
20077,0.23666529279838713
18570,0.23666529279838713
2567,0.29234950173343816
1375,0.29234950173343816
16795,0.27815887340519574
4222,0.27815887340519574
6019,0.29206744031936416
2219,0.545552603878119
13598,0.30291640274496284
18460,0.23539466000155743
11288,0.2333734611247512
15659,0.23263686297326333
11031,0.21515936960003787
7536,0.333590297716987
2612,0.4284339067487608
13999,0.24115384781865418
20154,0.24115384781865418
19934,0.29569994282604717
17912,0.2032796516364138
8086,0.35607966442368466
11204,0.35607966442368466
16527,0.4189073625001647
1212,0.49104724015373735
9823,0.49104724015373735
10898,0.49104724015373735
4195,0.5107470838896282
17836,0.5107470838896282
9942,0.2391253342226851
7319,0.34516334875963073
355,0.3431673645974553
3067,0.3431673645974553
6160,0.2813956127456258
5898,0.2300878161811988
1906,0.2300878161811988
11343,0.324666682888174
19276,0.18546743627330692
11814,0.34243938675643804
4091,0.24831886845197104
14319,0.2813356068902811
16734,0.2813356068902811
20224,0.2678330252035423
17527,0.2678330252035423
2282,0.3372015756500643
11034,0.3372015756500643
13071,0.30150253462012855
15500,0.2936555958743923
11914,0.24229031065116957
6337,0.3101477485948842
789,0.21107058844590967
2261,0.21107058844590967
7789,0.28461267694764536
13360,0.19048336506800018
16731,0.3302348704250484
9455,0.4127331871521934
18815,0.25520622375221913
16619,0.2675959348842576
33,0.21084505132029957
9777,0.2519734086846797
233,0.5957439208574181
13027,0.2566180447244231
7199,0.3029409545529552
19197,0.3029409545529552
4504,0.3029409545529552
16921,0.2587923521410589
4338,0.27315961146369894
12395,0.30152921397604776
950,0.24677256034755257
14201,0.3050909448476573
278,0.299694378979974
17009,0.27555138217966096
14051,0.26350760538592705
8688,0.30559749888400567
17528,0.30559749888400567
6081,0.6141990147460796
3635,0.31183698093264195
10799,0.2720643831080387
1929,0.24943448567220367
956,0.3046461621542891
18933,0.23492617053910264
7608,0.24720331694972067
16718,0.25914806456602335
5931,0.3283247764949918
6840,0.3283247764949918
17267,0.22227935909524277
10758,0.33509251508358867
18291,0.2895177641160776
11433,0.2895177641160776
3583,0.2895177641160776
16964,0.20965759991136437
8993,0.2188518642024878
11371,0.34112576833491703
4072,0.3067948912384103
13046,0.291363184317319
11389,0.35204314712316565
16324,0.34802384737184894
673,0.1485541773438173
4873,0.34378448055014166
12294,0.21761262900722753
7581,0.28937224882986806
2503,0.2931646412365677
3590,0.28036650207679686
5435,0.28036650207679686
12171,0.2950932433495513
12716,0.26553240426086283
17232,0.29475469756620254
19717,0.3013392888496095
12094,0.3388804893031902
19262,0.3445929647483369
538,0.21566380909713628
17569,0.31134598804355595
7207,0.323010397596422
13696,0.2955200696347248
19511,0.31382915540783574
11963,0.2944787775789135
6666,0.2944787775789135
729,0.29205747191471776
14467,0.26137315681802925
11851,0.31341773554701247
11911,0.31951078875467026
3360,0.2712237270166534
436,0.2952530884265319
